slug,checked_at,fields_checked,result,note,source_url
c-2915,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3109,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3110,2026-06-21,type|type_confidence,type_corrected,民間→公的: 産業カウンセラー=2026-03-31付で厚労省「団体等検定」認定(職業能力開発促進法施行規則71条の2),https://www.mhlw.go.jp/stf/newpage_72075.html
c-3206,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-3208,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3322,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3323,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3324,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3327,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3328,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3329,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3330,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3331,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3332,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3333,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3334,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3335,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-3336,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-3337,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-3404,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3405,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3406,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3407,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3501,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-3524,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3525,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3526,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3527,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3528,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3529,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3530,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3531,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3532,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3533,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3534,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3535,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3536,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3537,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3601,2026-06-21,type|type_confidence,type_corrected,公的→民間: 珠算段位は日本珠算連盟主催・日商後援の民間資格(日商珠算1-3級=公的とは別),https://www.shuzan.jp/kentei/dani/
c-3602,2026-06-21,type|type_confidence,type_corrected,公的→民間: 珠算段位は日本珠算連盟主催・日商後援の民間資格(日商珠算1-3級=公的とは別),https://www.shuzan.jp/kentei/dani/
c-3603,2026-06-21,type|type_confidence,type_corrected,公的→民間: 珠算段位は日本珠算連盟主催・日商後援の民間資格(日商珠算1-3級=公的とは別),https://www.shuzan.jp/kentei/dani/
c-3604,2026-06-21,type|type_confidence,type_corrected,公的→民間: 珠算段位は日本珠算連盟主催・日商後援の民間資格(日商珠算1-3級=公的とは別),https://www.shuzan.jp/kentei/dani/
c-3605,2026-06-21,type|type_confidence,type_corrected,公的→民間: 珠算段位は日本珠算連盟主催・日商後援の民間資格(日商珠算1-3級=公的とは別),https://www.shuzan.jp/kentei/dani/
c-3606,2026-06-21,type|type_confidence,type_corrected,公的→民間: 珠算段位は日本珠算連盟主催・日商後援の民間資格(日商珠算1-3級=公的とは別),https://www.shuzan.jp/kentei/dani/
c-3607,2026-06-21,type|type_confidence,type_corrected,公的→民間: 珠算段位は日本珠算連盟主催・日商後援の民間資格(日商珠算1-3級=公的とは別),https://www.shuzan.jp/kentei/dani/
c-3608,2026-06-21,type|type_confidence,type_corrected,公的→民間: 珠算段位は日本珠算連盟主催・日商後援の民間資格(日商珠算1-3級=公的とは別),https://www.shuzan.jp/kentei/dani/
c-3609,2026-06-21,type|type_confidence,type_corrected,公的→民間: 珠算段位は日本珠算連盟主催・日商後援の民間資格(日商珠算1-3級=公的とは別),https://www.shuzan.jp/kentei/dani/
c-3610,2026-06-21,type|type_confidence,type_corrected,公的→民間: 珠算段位は日本珠算連盟主催・日商後援の民間資格(日商珠算1-3級=公的とは別),https://www.shuzan.jp/kentei/dani/
c-3611,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-3612,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-3613,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-3623,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-3624,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-3625,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-3707,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3713,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3815,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3816,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3817,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3818,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3819,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3838,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3839,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3840,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-3841,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-3842,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-3843,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-3844,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-3845,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-3846,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-3879,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-3880,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-3881,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-4101,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-4102,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-4103,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-4106,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-4107,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-4108,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-4115,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-4116,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-4117,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-4317,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-4318,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-4319,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-4320,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-4321,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-4322,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-4325,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-4326,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-4403,2026-06-21,type_confidence,confidence_high,一次情報で現type(公的)を確認し確信度を引上げ,
c-4404,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-4405,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-4406,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-4413,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-4414,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-5727,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-5728,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
c-7033,2026-06-21,type_confidence,confidence_high,一次情報で現type(民間)を確認し確信度を引上げ,
