slug,kind,without,with_role,allowance,note
c-4514,国家資格,この資格がないと、雑踏警備業務検定1級としての専門性を公的に示しにくい。,雑踏警備業務検定1級として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-4515,国家資格,この資格がないと、雑踏警備業務検定2級としての専門性を公的に示しにくい。,雑踏警備業務検定2級として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-9024,公的資格,この資格がないと、この分野の専門性を客観的に示しにくい。,eco検定(環境社会検定試験)として公的に認められた知識・スキルを証明でき、関連分野で評価される。,,業務独占・必置ではない。
c-7401,業務独占,はい作業主任者になれず、その作業の作業主任者を選任できない。,はい作業主任者として作業の直接指揮・安全装置の点検など安全管理を担える。,,独占業務（作業主任者の選任）は労働安全衛生法に基づく。
c-7408,名称独占（技能検定）,ハウスクリーニング技能士を名乗れない。,国家検定に合格したハウスクリーニング技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-7403,名称独占（技能検定）,ビルクリーニング技能士を名乗れない。,国家検定に合格したビルクリーニング技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-7406,国家資格,この資格がないと、浄化槽技術管理者としての専門性を公的に示しにくい。,浄化槽技術管理者として国家資格の専門性を証明でき、就職・実務で評価される。,,個別の独占業務・必置の有無は各根拠法令・公式情報をご確認ください。
c-7404,名称独占（技能検定）,産業洗浄技能士を名乗れない。,国家検定に合格した産業洗浄技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-7402,業務独占,船内荷役作業主任者になれず、その作業の作業主任者を選任できない。,船内荷役作業主任者として作業の直接指揮・安全装置の点検など安全管理を担える。,,独占業務（作業主任者の選任）は労働安全衛生法に基づく。
c-7201,名称独占（技能検定）,1級防水施工技能士を名乗れない。,国家検定に合格した1級防水施工技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
