slug,hellowork_code,name,name_raw,category,major_category,scope,is_bucket,is_duplicate,type,type_confidence,type_reason,authority,official_url,eligibility,exam_format,fee,pass_rate,frequency,difficulty,related_slugs,source_checked_at,status
c-3880,3880,日商PC検定試験(プレゼン資料作成)2級,日商ＰＣ検定試験（プレゼン資料作成）２級,OA機器操作,IT・情報処理,domestic,0,0,公的,medium,商工会議所の検定(公的),,,,,,,,,,,seed
c-3881,3881,日商PC検定試験(プレゼン資料作成)3級,日商ＰＣ検定試験（プレゼン資料作成）３級,OA機器操作,IT・情報処理,domestic,0,0,公的,medium,商工会議所の検定(公的),,,,,,,,,,,seed
c-3882,3882,検索技術者検定1級,検索技術者検定１級,OA機器操作,IT・情報処理,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-3883,3883,検索技術者検定2級,検索技術者検定２級,OA機器操作,IT・情報処理,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-3884,3884,検索技術者検定3級,検索技術者検定３級,OA機器操作,IT・情報処理,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-3899,3899,その他のOA機器操作関係資格,その他のＯＡ機器操作関係資格,OA機器操作,IT・情報処理,domestic,1,0,,,バケット(その他の…),,,,,,,,,,,seed
c-3901,3901,CS試験(ワープロ部門)1級,ＣＳ試験（ワープロ部門）１級,コンピュータサービス技能評価試験(CS試験),IT・情報処理,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-3902,3902,CS試験(ワープロ部門)2級,ＣＳ試験（ワープロ部門）２級,コンピュータサービス技能評価試験(CS試験),IT・情報処理,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-3903,3903,CS試験(ワープロ部門)3級,ＣＳ試験（ワープロ部門）３級,コンピュータサービス技能評価試験(CS試験),IT・情報処理,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-3904,3904,CS試験(表計算部門)1級,ＣＳ試験（表計算部門）１級,コンピュータサービス技能評価試験(CS試験),IT・情報処理,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-3905,3905,CS試験(表計算部門)2級,ＣＳ試験（表計算部門）２級,コンピュータサービス技能評価試験(CS試験),IT・情報処理,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-3906,3906,CS試験(表計算部門)3級,ＣＳ試験（表計算部門）３級,コンピュータサービス技能評価試験(CS試験),IT・情報処理,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-3922,3922,CS試験(情報セキュリティ部門),ＣＳ試験（情報セキュリティ部門）,コンピュータサービス技能評価試験(CS試験),IT・情報処理,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-3999,3999,その他のコンピュータサービス技能評価試験,その他のコンピュータサービス技能評価試験,コンピュータサービス技能評価試験(CS試験),IT・情報処理,domestic,1,0,,,バケット(その他の…),,,,,,,,,,,seed
c-4001,4001,ビジキャリ(人事・人材開発・労務管理),ビジキャリ（人事・人材開発・労務管理）,ビジネス・キャリア検定,会計・金融・経営,domestic,0,0,公的,medium,厚労省所管JAVADAの検定(公的),,,,,,,,,,,seed
c-4002,4002,ビジネス・キャリア検定(経理・財務管理),ビジネス・キャリア検定（経理・財務管理）,ビジネス・キャリア検定,会計・金融・経営,domestic,0,0,公的,medium,厚労省所管JAVADAの検定(公的),,,,,,,,,,,seed
c-4003,4003,ビジキャリ(営業・マーケティング),ビジキャリ（営業・マーケティング）,ビジネス・キャリア検定,会計・金融・経営,domestic,0,0,公的,medium,厚労省所管JAVADAの検定(公的),,,,,,,,,,,seed
c-4004,4004,ビジネス・キャリア検定(生産管理),ビジネス・キャリア検定（生産管理）,ビジネス・キャリア検定,会計・金融・経営,domestic,0,0,公的,medium,厚労省所管JAVADAの検定(公的),,,,,,,,,,,seed
c-4005,4005,ビジネス・キャリア検定(企業法務・総務),ビジネス・キャリア検定（企業法務・総務）,ビジネス・キャリア検定,会計・金融・経営,domestic,0,0,公的,medium,厚労省所管JAVADAの検定(公的),,,,,,,,,,,seed
c-4007,4007,ビジネス・キャリア検定(ロジスティクス),ビジネス・キャリア検定（ロジスティクス）,ビジネス・キャリア検定,会計・金融・経営,domestic,0,0,公的,medium,厚労省所管JAVADAの検定(公的),,,,,,,,,,,seed
c-4011,4011,ビジキャリ(経営情報システム),ビジキャリ（経営情報システム）,ビジネス・キャリア検定,会計・金融・経営,domestic,0,0,公的,medium,厚労省所管JAVADAの検定(公的),,,,,,,,,,,seed
c-4012,4012,ビジネス・キャリア検定(経営戦略),ビジネス・キャリア検定（経営戦略）,ビジネス・キャリア検定,会計・金融・経営,domestic,0,0,公的,medium,厚労省所管JAVADAの検定(公的),,,,,,,,,,,seed
c-4101,4101,1級販売士,１級販売士,商品販売,商業・販売・事務,domestic,0,0,公的,medium,商工会議所(リテールマーケティング)検定(公的),日本商工会議所・各地商工会議所,https://www.kentei.ne.jp/retailsales/class1,受験資格なし(誰でも受験可),ネット試験(CBT)。5科目・90分。各科目70点以上で合格(科目合格制),"7,850円(税込)＋事務手数料550円",,随時(ネット試験),,,2026-06-18,published
c-4102,4102,2級販売士,２級販売士,商品販売,商業・販売・事務,domestic,0,0,公的,medium,商工会議所(リテールマーケティング)検定(公的),日本商工会議所・各地商工会議所,https://www.kentei.ne.jp/retailsales/class2,受験資格なし(誰でも受験可),ネット試験(CBT)。5科目・70分。5科目平均70点以上かつ各科目50点以上,"5,770円(税込)＋事務手数料550円",,随時(ネット試験),,,2026-06-18,published
c-4103,4103,3級販売士,３級販売士,商品販売,商業・販売・事務,domestic,0,0,公的,medium,商工会議所(リテールマーケティング)検定(公的),日本商工会議所・各地商工会議所,https://www.kentei.ne.jp/retailsales/class3,受験資格なし(誰でも受験可),ネット試験(CBT)。5科目・60分。5科目平均70点以上かつ各科目50点以上,"4,200円(税込)＋事務手数料550円",,随時(ネット試験),,,2026-06-18,published
c-4104,4104,高圧ガス販売主任者(第1種),高圧ガス販売主任者（第１種）,商品販売,商業・販売・事務,domestic,0,0,国家,high,高圧ガス保安法(国家資格),高圧ガス保安協会(KHK),https://www.khk.or.jp/qualification/qualification_application/,受験資格なし(誰でも受験可),筆記。法令・保安管理技術の2科目。科目免除制度あり,"7,400円(電子申請)/7,900円(書面申請)",31.7%(令和6年度・第一種販売),年1回(11月中旬),,,2026-06-18,published
c-4105,4105,高圧ガス販売主任者(第2種),高圧ガス販売主任者（第２種）,商品販売,商業・販売・事務,domestic,0,0,国家,high,高圧ガス保安法(国家資格),高圧ガス保安協会(KHK),https://www.khk.or.jp/qualification/national_qualification/examination/examination_about.html,受験資格なし(誰でも受験可),筆記2科目(法令・保安管理技術),"インターネット6,700円/書面7,200円",54.4%(令和6年度・全体),年1回(11月),,,2026-06-18,published
c-4106,4106,印刷営業士,印刷営業士,商品販売,商業・販売・事務,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-4107,4107,管理印刷営業士,管理印刷営業士,商品販売,商業・販売・事務,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-4108,4108,貿易実務検定,貿易実務検定,商品販売,商業・販売・事務,domestic,0,0,民間,medium,民間検定,,,,,,,,,,,seed
c-4109,4109,中古自動車査定士,中古自動車査定士,商品販売,商業・販売・事務,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-4110,4110,衣料管理士1~2級,衣料管理士１～２級,商品販売,商業・販売・事務,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-4111,4111,1級商品装飾展示技能士,１級商品装飾展示技能士,商品販売,商業・販売・事務,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-4112,4112,2級商品装飾展示技能士,２級商品装飾展示技能士,商品販売,商業・販売・事務,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-4113,4113,3級商品装飾展示技能士,３級商品装飾展示技能士,商品販売,商業・販売・事務,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,受検資格なし(実務経験不問),学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-4115,4115,登録販売者(一般医薬品),登録販売者（一般医薬品）,商品販売,商業・販売・事務,domestic,0,0,公的,medium,医薬品医療機器等法の都道府県試験(公的),各都道府県(所管:厚生労働省),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000082537.html,受験資格なし(学歴・実務要件は撤廃済),筆記(厚労省「試験問題作成の手引き」に基づく5項目),,,各都道府県が年1回以上(ブロック単位で実施),,,2026-06-18,published
c-4116,4116,家電製品アドバイザー,家電製品アドバイザー,商品販売,商業・販売・事務,domestic,0,0,民間,medium,民間資格,,,,,,,,,,,seed
c-4117,4117,DIYアドバイザー,ＤＩＹアドバイザー,商品販売,商業・販売・事務,domestic,0,0,民間,medium,民間資格,,,,,,,,,,,seed
c-4199,4199,その他の商品販売関係資格,その他の商品販売関係資格,商品販売,商業・販売・事務,domestic,1,0,,,バケット(その他の…),,,,,,,,,,,seed
c-4201,4201,一種・二種外務員資格,一種・二種外務員資格,販売類似,商業・販売・事務,domestic,0,0,民間,medium,民間資格(日本証券業協会),,,,,,,,,,,seed
c-4202,4202,総合旅行業務取扱管理者,総合旅行業務取扱管理者,販売類似,商業・販売・事務,domestic,0,0,国家,high,国家資格(法律に基づく),一般社団法人 日本旅行業協会(JATA)・観光庁所管,https://www.jata-net.or.jp/seminar/,誰でも受験可(科目免除制度あり),五肢択一・筆記(マークシート)・4科目,"13,000円(2025年改定)",,年1回(10月),,,2026-06-18,published
c-4203,4203,国内旅行業務取扱管理者,国内旅行業務取扱管理者,販売類似,商業・販売・事務,domestic,0,0,国家,high,国家資格(法律に基づく),一般社団法人 全国旅行業協会(ANTA)・観光庁所管,https://www.anta.or.jp/exam/shiken/annai.html,誰でも受験可(科目免除制度あり),CBT方式・120分・3科目(各科目60%以上で合格),"8,000円＋システム利用料660円",,年1回(9月),,,2026-06-18,published
c-4204,4204,外務員登録資格(商品先物取引),外務員登録資格（商品先物取引）,販売類似,商業・販売・事務,domestic,0,0,民間,medium,民間資格(日本証券業協会),,,,,,,,,,,seed
c-4205,4205,貸金業務取扱主任者,貸金業務取扱主任者,販売類似,商業・販売・事務,domestic,0,0,国家,high,国家資格(法律に基づく),,,,,,,,,,,seed
c-4206,4206,生命保険業界共通教育制度一般課程試験,生命保険業界共通教育制度一般課程試験,販売類似,商業・販売・事務,domestic,0,0,要確認,low,未判定(一次情報での確認待ち),,,,,,,,,,,seed
c-4299,4299,その他の販売類似関係資格,その他の販売類似関係資格,販売類似,商業・販売・事務,domestic,1,0,,,バケット(その他の…),,,,,,,,,,,seed
c-4301,4301,理容師,理容師,サービス(調理除く),美容・サービス・スポーツ,domestic,0,0,国家,high,国家資格(法律に基づく),公益財団法人 理容師美容師試験研修センター,https://www.rbc.or.jp/exam/,都道府県知事指定の理容師養成施設を卒業した者 等,実技試験＋筆記試験,"34,700円(筆記＋実技)。一部免除時は実技18,800円/筆記15,900円",,年2回(春期・秋期),,,2026-06-18,published
c-4302,4302,管理理容師,管理理容師,サービス(調理除く),美容・サービス・スポーツ,domestic,0,0,国家,high,国家資格(法律に基づく),,,,,,,,,,,seed
c-4303,4303,美容師,美容師,サービス(調理除く),美容・サービス・スポーツ,domestic,0,0,国家,high,国家資格(法律に基づく),公益財団法人 理容師美容師試験研修センター,https://www.rbc.or.jp/exam/,都道府県知事指定の美容師養成施設を卒業した者 等,実技試験＋筆記試験,"34,700円(筆記＋実技)。一部免除時は実技18,800円/筆記15,900円",87.0%(第53回・2025年春期),年2回(春期・秋期),,,2026-06-18,published
